account_number,customer_name,account_type,branch,ifsc,currency,statement_start,statement_end,source_file
920000000958,Jayanthi Arjun,Prime Savings,Coimbatore - Peelamedu,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0958_Jayanthi_Arjun_Statement.pdf
920000000959,Dinesh Srinivas,Prime Savings,Coimbatore - Town Hall,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0959_Dinesh_Srinivas_Statement.pdf
920000000960,Durga Raman,Easy Access Savings,Coimbatore - Thudiyalur,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0960_Durga_Raman_Statement.pdf
920000000961,Chitralekha Nandha,Burgundy Savings,Coimbatore - Vadavalli,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0961_Chitralekha_Nandha_Statement.pdf
920000000962,Saranya Arun,Easy Access Savings,Coimbatore - Ganapathy,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0962_Saranya_Arun_Statement.pdf
920000000963,Tamilselvi Pandian,Prime Savings,Coimbatore - Avinashi Road,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0963_Tamilselvi_Pandian_Statement.pdf
920000000964,Kavitha Balaji,Burgundy Savings,Coimbatore - Trichy Road,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0964_Kavitha_Balaji_Statement.pdf
920000000965,Lokesh Shankar,Burgundy Savings,Coimbatore - Singanallur,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0965_Lokesh_Shankar_Statement.pdf
920000000966,Lalitha Murugan,Burgundy Savings,Coimbatore - Gandhipuram,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0966_Lalitha_Murugan_Statement.pdf
920000000967,Suresh Babu,Easy Access Savings,Coimbatore - Thudiyalur,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0967_Suresh_Babu_Statement.pdf
920000000968,Deepak Venkat,Easy Access Savings,Coimbatore - Town Hall,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0968_Deepak_Venkat_Statement.pdf
920000000969,Gayathri Siva,Burgundy Savings,Coimbatore - Sungam,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0969_Gayathri_Siva_Statement.pdf
920000000970,Anitha Pandian,Prime Savings,Coimbatore - RS Puram,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0970_Anitha_Pandian_Statement.pdf
920000000971,Rani Subbu,Prime Savings,Coimbatore - RS Puram,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0971_Rani_Subbu_Statement.pdf
920000000972,Lakshman Swamy,Prime Savings,Coimbatore - Town Hall,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0972_Lakshman_Swamy_Statement.pdf
920000000973,Velu Raj,Prime Savings,Coimbatore - Sungam,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0973_Velu_Raj_Statement.pdf
920000000974,Nandini Raman,Burgundy Savings,Coimbatore - Town Hall,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0974_Nandini_Raman_Statement.pdf
920000000975,Geetha Velu,Prime Savings,Coimbatore - Mettupalayam Road,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0975_Geetha_Velu_Statement.pdf
920000000976,Iswarya Venkat,Easy Access Savings,Coimbatore - Trichy Road,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0976_Iswarya_Venkat_Statement.pdf
920000000977,Chandran Samy,Burgundy Savings,Coimbatore - Kalapatti,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0977_Chandran_Samy_Statement.pdf
920000000978,Mahesh Samy,Prime Savings,Coimbatore - Town Hall,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0978_Mahesh_Samy_Statement.pdf
920000000979,Hemachandran Dass,Burgundy Savings,Coimbatore - Hopes College,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0979_Hemachandran_Dass_Statement.pdf
920000000980,Manikandan Vijay,Burgundy Savings,Coimbatore - Sungam,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0980_Manikandan_Vijay_Statement.pdf
920000000981,Manjula Arjun,Easy Access Savings,Coimbatore - Avinashi Road,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0981_Manjula_Arjun_Statement.pdf
920000000982,Wilson Murugan,Prime Savings,Coimbatore - Saibaba Colony,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0982_Wilson_Murugan_Statement.pdf
920000000983,Karthik Gopal,Prime Savings,Coimbatore - Singanallur,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0983_Karthik_Gopal_Statement.pdf
920000000984,Vasudevan Samy,Prime Savings,Coimbatore - Hopes College,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0984_Vasudevan_Samy_Statement.pdf
920000000985,Mohan Selvam,Easy Access Savings,Coimbatore - Singanallur,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0985_Mohan_Selvam_Statement.pdf
920000000986,Fathima Senthil,Prime Savings,Coimbatore - Ganapathy,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0986_Fathima_Senthil_Statement.pdf
920000000987,Lavanya Pandi,Burgundy Savings,Coimbatore - Kalapatti,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0987_Lavanya_Pandi_Statement.pdf
920000000988,Omsakthi Swamy,Burgundy Savings,Coimbatore - Vadavalli,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0988_Omsakthi_Swamy_Statement.pdf
920000000989,Ganesh Senthil,Burgundy Savings,Coimbatore - Mettupalayam Road,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0989_Ganesh_Senthil_Statement.pdf
920000000990,Iswarya Velu,Prime Savings,Coimbatore - Ganapathy,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0990_Iswarya_Velu_Statement.pdf
920000000991,Rajan Subbu,Easy Access Savings,Coimbatore - Singanallur,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0991_Rajan_Subbu_Statement.pdf
920000000992,Prabhu Bala,Easy Access Savings,Coimbatore - Peelamedu,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0992_Prabhu_Bala_Statement.pdf
920000000993,Uma Murugan,Easy Access Savings,Coimbatore - Sungam,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0993_Uma_Murugan_Statement.pdf
920000000994,Lavanya Mani,Easy Access Savings,Coimbatore - Gandhipuram,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0994_Lavanya_Mani_Statement.pdf
920000000995,Raghavan Mani,Easy Access Savings,Coimbatore - Gandhipuram,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0995_Raghavan_Mani_Statement.pdf
920000000996,Ajay Velu,Easy Access Savings,Coimbatore - Thudiyalur,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0996_Ajay_Velu_Statement.pdf
920000000997,Balaji Srinivas,Easy Access Savings,Coimbatore - Sungam,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0997_Balaji_Srinivas_Statement.pdf
920000000998,Bhuvana Kumar,Easy Access Savings,Coimbatore - Ukkadam,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0998_Bhuvana_Kumar_Statement.pdf
920000000999,Anitha Mohan,Easy Access Savings,Coimbatore - Peelamedu,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,0999_Anitha_Mohan_Statement.pdf
920000001000,Mani Selvam,Prime Savings,Coimbatore - Thudiyalur,UTIB0001385,INR,01-Jan-2021,23-Jan-2026,1000_Mani_Selvam_Statement.pdf
